380,18.655
385,14.382
390,12.557
395,11.448
400,11.134
405,11.804
410,12.137
415,13.854
420,14.235
425,15.426
430,16.089
435,17.315
440,18.969
445,20.562
450,23.057
455,25.017
460,26.883
465,28.55
470,29.786
475,30.692
480,31.574
485,32.051
490,32.633
495,33.255
500,33.648
505,34.045
510,34.329
515,34.431
520,34.546
525,34.25
530,33.954
535,33.65
540,33.2
545,32.891
550,32.781
555,32.597
560,32.291
565,32.161
570,31.93
575,31.764
580,31.72
585,31.691
590,31.671
595,31.673
600,31.941
605,32.289
610,32.549
615,33.182
620,33.626
625,34.182
630,34.635
635,35.115
640,35.521
645,36.01
650,36.314
655,36.409
660,36.693
665,36.89
670,36.872
675,37.064
680,37.365
685,37.374
690,37.563
695,37.82
700,38.156
705,38.497
710,38.705
715,39.051
720,39.578
725,39.914
730,40.384
735,40.732
740,41.087
745,41.817
750,42.65
