380,15.483
385,14.577
390,12.438
395,11.095
400,10.559
405,10.347
410,11.109
415,12.715
420,13.27
425,14.252
430,15.006
435,16.063
440,17.837
445,20.181
450,22.721
455,24.967
460,27.22
465,28.782
470,30.14
475,31.297
480,32.287
485,32.738
490,33.344
495,33.894
500,34.529
505,35.243
510,35.633
515,35.783
520,35.747
525,35.751
530,35.612
535,35.389
540,35.242
545,35
550,35.006
555,34.873
560,34.888
565,35.046
570,35.095
575,35.214
580,35.413
585,35.651
590,35.836
595,36.334
600,36.898
605,37.532
610,38.288
615,39.006
620,39.89
625,40.677
630,41.462
635,42.256
640,43.161
645,43.96
650,44.495
655,44.931
660,45.426
665,45.587
670,45.809
675,46.066
680,46.522
685,46.558
690,46.531
695,46.795
700,47.086
705,47.326
710,47.275
715,47.239
720,47.115
725,47.123
730,47.211
735,46.919
740,46.776
745,47.126
750,47.064
