0.001368,0.000039,0.006450001
0.001995757,5.71764E-05,0.009414544
0.003300829,9.35082E-05,0.01558805
0.005330048,0.000151492,0.02520288
0.008751373,0.000246907,0.04143771
0.01431,0.000396,0.06785001
0.02074801,0.000572219,0.09854048
0.03388092,0.00094116,0.1613035
0.0550226,0.001530752,0.2626114
0.08695811,0.0024548,0.4162091
0.13438,0.004,0.6456
0.198611,0.00654616,0.959439
0.2587773,0.00976768,1.2581233
0.3048965,0.01358272,1.4948035
0.3343513,0.01800736,1.6564048
0.34828,0.023,1.74706
0.349287,0.02835125,1.7804334
0.3418088,0.03452112,1.7791982
0.3300411,0.041768,1.764039
0.3140251,0.05024368,1.7335595
0.2908,0.06,1.6692
0.2604227,0.07091109,1.564528
0.2184072,0.0836668,1.3898799
0.1733273,0.09904584,1.1878243
0.1321786,0.117532,0.9941976
0.09564,0.13902,0.8129501
0.06458099,0.1627177,0.6521049
0.04115088,0.1912735,0.5203376
0.0241444,0.2267345,0.4161836
0.01216179,0.2701849,0.3348578
0.0049,0.323,0.272
0.002236293,0.3892875,0.2234533
0.00517484,0.4633944,0.1792254
0.01553588,0.544512,0.1383758
0.03481485,0.6293456,0.1039048
0.06327,0.71,0.07824999
0.09945645,0.7778368,0.06078835
0.1423679,0.8363068,0.04775276
0.18914,0.8849624,0.03693564
0.2383209,0.9237348,0.02771181
0.2904,0.954,0.0203
0.3454828,0.9760225,0.01458461
0.4033784,0.9903128,0.01037792
0.464336,0.9980983,0.0073816
0.5282959,0.9998567,0.0053036
0.5945,0.995,0.0039
0.6615697,0.9827241,0.0029348
0.7288284,0.9638568,0.0023094
0.7948256,0.9384992,0.0019482
0.8579325,0.9070064,0.001766267
0.9163,0.87,0.001650001
0.9672179,0.8275813,0.001458533
1.0090892,0.781192,0.001205
1.040986,0.7324224,0.0010494
1.0597944,0.6822192,0.00096864
1.0622,0.631,0.0008
1.0509768,0.5796379,0.00064544
1.0226662,0.5283528,0.0004354
0.9793314,0.4780304,0.00028316
0.923194,0.42908,0.000229547
0.8544499,0.381,0.00019
0.772954,0.3328176,0.000116853
0.6856022,0.2865936,0.000065
0.6011138,0.2448896,0.00003948
0.5225995,0.2081616,2.76533E-05
0.4479,0.175,0.00002
0.3775333,0.1451259,1.21333E-05
0.3130192,0.1187792,0.0000032
0.2561184,0.09618864,0
0.2070971,0.07712064,0
0.1649,0.061,0
0.1291467,0.04754965,0
0.09969044,0.03656384,0
0.07680428,0.02807664,0
0.05980685,0.02180077,0
0.04677,0.017,0
0.03540461,0.01283478,0
0.02634484,0.009533311,0
0.01959988,0.007085424,0
0.01479064,0.005343059,0
0.01135916,0.004102,0
0.008678854,0.003134093,0
0.006627313,0.002393244,0
0.005052583,0.00182458,0
0.003833913,0.001384496,0
0.002899327,0.001047,0
0.002196616,0.000793238,0
0.00166011,0.000599496,0
0.001246275,0.000450053,0
0.000928736,0.000335384,0
0.000690079,0.0002492,0
0.000512429,0.000185048,0
0.000382981,0.000138302,0
0.000288887,0.000104322,0
0.000219171,7.91467E-05,0
0.000166151,0.00006,0
0.000125852,4.54475E-05,0
9.53945E-05,3.44487E-05,0
7.2313E-05,2.61136E-05,0
5.47703E-05,1.97786E-05,0
4.15099E-05,0.00001499,0
